date,rainfall,temperature,humidity
2021-10-31,92.91,743.31,2630.09
2021-11-30,25.16,671.8,2598.16
2021-12-31,0.07,619.38,2392.44
2022-01-31,29.66,623.96,2126.99
2022-02-28,0.03,633.85,1548.95
2022-03-31,0.13,904.8,1047.56
2022-04-30,2.14,984.72,1054.79
2022-05-31,35.160000000000004,993.59,1474.46
2022-06-30,94.64,871.8,1871.17
2022-07-31,399.12,786.81,2581.7200000000003
2022-08-31,130.6,782.75,2638.24
2022-09-30,162.1,749.89,2581.53
2022-10-31,105.77,713.18,2628.8
2022-11-30,2.1500000000000004,620.55,2347.98
2022-12-31,4.49,680.15,2263.95
2023-01-31,0.01,667.37,1889.48
2023-02-28,0.0,698.44,882.42
2023-03-31,42.5,845.21,1385.34
2023-04-30,92.48,916.2,1284.96
2023-05-31,43.58,962.52,1565.19
2023-06-30,52.0,943.5699999999999,1452.87
2023-07-31,383.04,814.56,2394.78
2023-08-31,42.85,796.43,2523.65
2023-09-30,219.22,760.96,2575.78
2023-10-31,2.97,731.7,2372.11
2023-11-30,25.2,704.01,2248.79
2023-12-31,12.32,640.96,2113.0
2024-01-31,0.0,702.66,1846.49
2024-02-29,0.0,754.74,1320.01
2024-03-31,4.529999999999999,931.09,1171.35
2024-04-30,3.22,1006.66,971.98
2024-05-31,87.94,992.44,1571.8
2024-06-30,118.17999999999999,845.18,2084.18
2024-07-31,170.74,810.91,2429.34
2024-08-31,240.31,807.59,2593.74
2024-09-30,219.91,751.83,2576.16
2024-10-31,62.02,770.43,2666.07
2024-11-30,8.03,631.43,2377.78
2024-12-31,11.97,673.7,2260.23
2025-01-31,0.0,654.26,1816.72
2025-02-28,0.0,718.52,1071.4
2025-03-31,13.780000000000001,896.79,1044.5
2025-04-30,35.31,944.68,1254.24
2025-05-31,131.03,942.05,1752.67
2025-06-30,74.75,843.24,2036.05
2025-07-31,173.88,820.8100000000001,2352.39
2025-08-31,387.73,779.71,2653.37
2025-09-30,306.52,744.79,2655.83
2025-10-31,-2848.2799999999997,-2422.2200000000003,-885.14
