date,rainfall,temperature,humidity
2000-08-03,0.0,27.54,69.98
2000-08-04,2.34,27.15,72.6
2000-08-05,3.32,25.83,79.05
2000-08-06,1.09,26.56,75.52
2000-08-07,11.29,27.18,74.44
2000-08-08,12.39,25.55,81.15
2000-08-09,26.26,25.02,82.5
2000-08-10,35.4,23.2,84.59
2000-08-11,1.56,25.12,79.03
2000-08-12,0.24,26.1,78.79
2000-08-13,0.57,26.35,79.45
2000-08-14,0.68,25.09,84.49
2000-08-15,0.58,25.22,82.09
2000-08-16,0.36,25.93,76.19
2000-08-17,0.3,25.18,78.15
2000-08-18,5.64,24.78,79.69
2000-08-19,10.41,25.39,81.07
2000-08-20,15.77,24.89,83.02
2000-08-21,11.49,23.06,89.58
2000-08-22,41.67,23.76,89.82
2000-08-23,114.98,25.48,90.43
2000-08-24,51.04,25.28,88.48
2000-08-25,7.02,24.89,84.71
2000-08-26,4.49,24.13,89.0
2000-08-27,6.2,24.46,85.49
2000-08-28,1.13,23.83,89.6
2000-08-29,4.92,24.94,85.84
2000-08-30,3.49,24.78,85.2
2000-08-31,0.27,24.58,84.71
2000-09-01,3.35,24.93,83.92
2000-09-02,7.63,25.2,83.76
2000-09-03,3.45,25.16,83.58
2000-09-04,0.63,25.44,81.69
2000-09-05,0.08,24.58,82.65
2000-09-06,1.38,24.61,82.57
2000-09-07,0.27,24.92,82.87
2000-09-08,0.2,25.01,80.16
2000-09-09,0.07,25.06,82.63
2000-09-10,0.0,24.74,82.13
2000-09-11,0.0,24.95,80.83
2000-09-12,0.0,25.25,80.79
2000-09-13,0.01,25.41,79.09
2000-09-14,0.0,25.47,79.46
2000-09-15,0.0,26.57,76.7
2000-09-16,1.3,27.03,75.39
2000-09-17,22.07,26.8,79.09
2000-09-18,11.81,25.32,87.76
2000-09-19,3.23,25.18,84.46
2000-09-20,0.4,25.04,84.37
2000-09-21,0.39,24.87,85.54
2000-09-22,0.3,24.74,87.28
2000-09-23,0.43,25.02,87.44
2000-09-24,0.17,24.48,85.7
2000-09-25,0.29,25.2,83.05
2000-09-26,0.84,24.85,87.39
2000-09-27,1.08,24.72,88.3
2000-09-28,0.94,24.89,85.74
2000-09-29,0.2,25.53,82.36
2000-09-30,5.51,25.31,82.49
2000-10-01,0.31,25.26,78.18
2000-10-02,0.0,25.17,77.66
2000-10-03,0.0,24.74,82.63
2000-10-04,0.03,24.95,81.48
2000-10-05,0.36,24.83,84.97
2000-10-06,1.52,25.1,84.68
2000-10-07,5.81,24.56,87.97
2000-10-08,2.17,25.02,85.22
2000-10-09,1.54,25.85,80.27
2000-10-10,1.69,26.16,80.15
2000-10-11,7.12,26.08,78.57
2000-10-12,1.11,26.05,76.39
2000-10-13,0.35,26.51,73.83
2000-10-14,4.51,26.81,70.24
2000-10-15,0.06,25.47,70.85
2000-10-16,0.0,22.67,64.81
2000-10-17,0.07,24.3,70.89
2000-10-18,3.5,24.77,83.99
2000-10-19,2.55,25.11,87.64
2000-10-20,2.05,24.55,91.21
2000-10-21,0.87,25.27,85.33
2000-10-22,0.11,25.08,77.19
2000-10-23,0.0,24.14,72.3
2000-10-24,0.0,24.07,65.04
2000-10-25,0.0,24.58,61.44
2000-10-26,0.0,24.87,63.29
2000-10-27,0.0,24.06,61.84
2000-10-28,0.0,23.25,52.51
2000-10-29,0.0,23.29,51.89
2000-10-30,0.01,23.14,68.34
2000-10-31,0.08,23.61,72.52
2000-11-01,0.01,23.55,75.82
2000-11-02,2.58,23.45,81.86
2000-11-03,2.91,24.12,82.74
2000-11-04,0.25,24.95,80.05
2000-11-05,0.0,24.95,74.96
2000-11-06,0.01,24.85,70.25
2000-11-07,0.0,23.65,71.45
2000-11-08,0.0,22.4,72.2
2000-11-09,0.0,23.26,72.08
2000-11-10,0.0,22.77,74.07
2000-11-11,0.0,22.88,71.01
2000-11-12,0.0,22.62,65.26
2000-11-13,0.0,22.39,67.09
2000-11-14,0.0,22.39,71.8
2000-11-15,0.0,22.32,72.32
2000-11-16,0.0,21.95,69.74
2000-11-17,0.0,21.39,69.1
2000-11-18,0.0,21.27,65.3
2000-11-19,0.0,21.51,61.84
2000-11-20,0.0,21.93,63.63
2000-11-21,0.0,22.77,66.95
2000-11-22,0.1,23.86,73.97
2000-11-23,0.31,24.09,74.56
2000-11-24,0.02,23.42,63.58
2000-11-25,0.0,22.66,50.18
2000-11-26,0.0,22.98,48.69
2000-11-27,0.0,22.87,54.75
2000-11-28,0.25,22.4,58.24
2000-11-29,0.84,23.17,68.79
2000-11-30,1.82,23.74,81.3
2000-12-01,0.19,24.14,77.72
2000-12-02,0.7,23.55,72.68
2000-12-03,0.12,23.08,65.62
2000-12-04,0.18,21.84,44.25
2000-12-05,0.0,21.13,32.23
2000-12-06,0.0,21.6,38.04
2000-12-07,0.0,20.84,47.31
2000-12-08,0.0,20.6,51.16
2000-12-09,0.0,20.87,43.79
2000-12-10,0.0,21.15,44.57
2000-12-11,0.0,20.75,49.88
2000-12-12,0.0,21.72,41.4
2000-12-13,0.0,21.47,34.38
2000-12-14,0.0,20.14,34.83
2000-12-15,0.0,20.34,40.69
2000-12-16,0.0,20.89,40.31
2000-12-17,0.0,20.11,41.58
2000-12-18,0.0,21.2,40.78
2000-12-19,0.0,21.28,34.74
2000-12-20,0.0,21.3,44.96
2000-12-21,0.0,21.44,56.61
2000-12-22,0.0,21.66,47.2
2000-12-23,0.0,21.46,42.87
2000-12-24,0.0,21.67,45.71
2000-12-25,0.0,21.53,43.73
2000-12-26,0.0,20.4,42.93
2000-12-27,0.0,20.41,58.43
2000-12-28,0.0,20.52,58.24
2000-12-29,0.0,21.14,57.3
2000-12-30,0.01,22.67,64.56
2000-12-31,0.24,23.52,68.92
2001-01-01,4.71,22.88,76.82
2001-01-02,1.59,22.8,76.15
2001-01-03,0.08,22.54,64.02
2001-01-04,0.0,22.61,60.7
2001-01-05,0.0,21.01,49.75
2001-01-06,0.0,20.04,41.62
2001-01-07,0.0,21.03,62.23
2001-01-08,0.0,21.67,62.39
2001-01-09,0.0,22.22,62.06
2001-01-10,0.0,22.6,60.87
2001-01-11,0.0,23.18,61.13
2001-01-12,0.0,23.59,63.65
2001-01-13,0.0,24.6,60.4
2001-01-14,0.0,25.23,50.77
2001-01-15,0.0,24.39,57.63
2001-01-16,0.0,24.03,61.13
2001-01-17,0.0,23.27,60.25
2001-01-18,0.0,22.79,58.49
2001-01-19,0.0,23.4,52.58
2001-01-20,0.0,22.47,54.34
2001-01-21,0.0,21.71,48.01
2001-01-22,0.0,21.98,41.28
2001-01-23,0.0,23.71,34.91
2001-01-24,0.0,22.76,23.43
2001-01-25,0.0,22.48,12.99
2001-01-26,0.0,21.72,11.64
2001-01-27,0.0,22.08,15.47
2001-01-28,0.0,23.1,20.01
2001-01-29,0.0,23.08,32.09
2001-01-30,0.0,21.97,46.21
2001-01-31,0.0,24.07,30.03
2001-02-01,0.0,23.77,37.82
2001-02-02,0.0,24.09,35.54
2001-02-03,0.0,25.14,33.5
2001-02-04,0.0,25.59,44.56
2001-02-05,0.0,25.26,49.63
2001-02-06,0.0,26.11,38.22
2001-02-07,0.0,25.14,11.31
2001-02-08,0.0,24.29,10.55
2001-02-09,0.0,25.1,8.81
2001-02-10,0.0,24.98,8.27
2001-02-11,0.0,25.52,7.34
2001-02-12,0.0,25.99,16.52
2001-02-13,0.0,25.18,45.01
2001-02-14,0.0,25.34,50.41
2001-02-15,0.0,24.91,50.42
2001-02-16,0.0,24.99,47.43
2001-02-17,0.0,25.13,48.2
2001-02-18,0.0,26.14,52.56
2001-02-19,0.0,27.14,50.04
2001-02-20,0.0,28.31,38.56
2001-02-21,0.0,27.83,33.72
2001-02-22,0.0,26.75,16.78
2001-02-23,0.0,26.53,7.86
2001-02-24,0.0,28.57,13.76
2001-02-25,0.0,29.09,10.42
2001-02-26,0.0,28.26,14.8
2001-02-27,0.0,28.14,27.76
2001-02-28,0.0,27.72,52.6
2001-03-01,0.0,27.68,51.83
2001-03-02,0.0,27.02,46.99
2001-03-03,0.0,26.75,42.06
2001-03-04,0.0,26.96,47.37
2001-03-05,0.0,28.44,36.25
2001-03-06,0.0,28.87,39.44
2001-03-07,0.0,28.7,45.45
2001-03-08,0.26,27.9,48.23
2001-03-09,1.91,27.98,50.67
2001-03-10,2.35,28.31,48.83
2001-03-11,0.0,28.94,42.58
2001-03-12,0.12,28.89,40.21
2001-03-13,20.37,25.22,63.03
2001-03-14,1.45,26.3,56.41
2001-03-15,0.19,27.39,50.75
2001-03-16,0.0,28.1,45.37
2001-03-17,0.0,28.66,44.23
2001-03-18,0.0,29.45,41.97
2001-03-19,0.0,29.18,43.17
2001-03-20,0.0,30.15,38.36
2001-03-21,3.31,30.38,43.76
2001-03-22,3.22,29.63,50.12
2001-03-23,0.0,30.99,44.84
2001-03-24,0.13,31.23,46.57
2001-03-25,0.04,31.35,38.37
2001-03-26,0.0,30.52,30.08
2001-03-27,0.0,30.72,23.92
2001-03-28,0.0,31.56,21.2
2001-03-29,0.0,31.67,40.87
2001-03-30,0.0,31.69,41.5
2001-03-31,0.0,31.51,42.58
2001-04-01,0.0,31.32,46.83
2001-04-02,0.02,31.59,43.35
2001-04-03,0.0,29.77,48.73
2001-04-04,0.01,31.25,43.41
2001-04-05,0.2,31.16,40.13
2001-04-06,0.02,31.68,29.57
2001-04-07,0.05,32.59,27.28
2001-04-08,0.4,32.51,28.34
2001-04-09,0.0,32.29,28.21
2001-04-10,0.0,32.57,34.19
2001-04-11,0.04,29.73,41.51
2001-04-12,11.03,27.69,58.66
2001-04-13,1.95,26.6,67.69
2001-04-14,0.31,26.89,65.53
2001-04-15,0.07,28.29,59.74
2001-04-16,4.22,28.95,62.76
2001-04-17,3.11,28.71,66.1
2001-04-18,0.46,29.73,59.54
2001-04-19,0.12,30.42,56.48
2001-04-20,0.43,30.76,54.48
2001-04-21,1.64,30.33,52.74
2001-04-22,0.23,31.68,45.81
2001-04-23,0.0,31.79,40.26
2001-04-24,0.0,31.84,39.99
2001-04-25,0.0,32.26,36.8
2001-04-26,0.0,32.37,36.97
2001-04-27,0.0,33.11,36.31
2001-04-28,0.0,33.75,39.28
2001-04-29,0.0,34.28,38.21
2001-04-30,0.0,34.57,36.04
2001-05-01,0.0,34.67,38.67
2001-05-02,0.09,34.8,36.51
2001-05-03,0.08,34.75,38.1
2001-05-04,0.02,35.48,36.75
2001-05-05,0.0,36.19,29.15
2001-05-06,0.0,36.57,27.77
2001-05-07,0.52,36.45,30.32
2001-05-08,0.03,36.5,27.63
2001-05-09,0.0,36.76,21.31
2001-05-10,0.0,36.57,19.05
2001-05-11,0.0,36.49,18.8
2001-05-12,0.06,36.81,19.5
2001-05-13,0.01,36.34,22.42
2001-05-14,0.0,36.17,25.87
2001-05-15,0.54,35.71,32.3
2001-05-16,0.44,32.63,42.69
2001-05-17,0.03,34.44,32.57
2001-05-18,0.08,34.84,27.96
2001-05-19,0.08,34.74,31.87
2001-05-20,0.0,31.77,41.6
2001-05-21,3.67,32.54,38.6
2001-05-22,0.1,31.56,44.77
2001-05-23,0.17,32.89,42.37
2001-05-24,0.0,32.43,43.79
2001-05-25,0.0,32.64,42.84
2001-05-26,0.0,32.91,37.41
2001-05-27,0.0,31.93,39.3
2001-05-28,0.0,33.2,39.86
2001-05-29,0.0,32.31,36.25
2001-05-30,0.01,32.84,36.88
2001-05-31,0.0,32.12,36.01
2001-06-01,0.08,34.1,35.45
2001-06-02,4.93,31.11,50.26
2001-06-03,2.93,28.67,65.03
2001-06-04,39.46,26.97,75.32
2001-06-05,5.69,27.66,71.28
2001-06-06,5.18,27.82,71.19
2001-06-07,2.07,26.19,78.94
2001-06-08,0.27,27.58,69.54
2001-06-09,0.09,27.6,69.93
2001-06-10,1.93,28.02,65.83
2001-06-11,65.89,26.41,77.44
2001-06-12,9.43,24.62,81.7
2001-06-13,8.94,25.03,74.79
2001-06-14,1.59,24.35,73.84
2001-06-15,0.01,25.29,60.0
2001-06-16,0.0,26.65,67.66
2001-06-17,0.0,27.18,67.14
2001-06-18,0.42,27.74,66.78
2001-06-19,1.26,27.99,64.44
2001-06-20,0.2,27.98,63.7
2001-06-21,0.01,26.95,69.2
2001-06-22,0.0,28.12,64.08
2001-06-23,0.0,28.79,60.65
2001-06-24,0.0,29.09,59.51
2001-06-25,0.0,29.56,56.93
2001-06-26,0.17,29.4,57.79
2001-06-27,2.99,28.54,62.9
2001-06-28,2.03,28.1,65.12
2001-06-29,0.84,27.44,67.39
2001-06-30,0.51,27.06,68.58
2001-07-01,0.26,28.44,63.18
2001-07-02,0.02,29.26,58.14
2001-07-03,0.01,29.09,57.62
2001-07-04,0.46,28.32,61.98
2001-07-05,10.53,28.05,65.58
2001-07-06,2.5,26.35,71.38
2001-07-07,3.55,25.67,73.73
2001-07-08,4.58,26.11,74.06
2001-07-09,3.67,27.51,64.82
2001-07-10,0.4,28.44,61.63
2001-07-11,0.06,28.34,61.97
2001-07-12,0.24,28.35,61.13
2001-07-13,0.96,27.41,63.96
2001-07-14,0.77,26.45,65.93
2001-07-15,0.37,25.59,68.6
2001-07-16,0.74,25.67,71.7
2001-07-17,0.26,26.03,64.87
2001-07-18,2.1,27.09,62.93
2001-07-19,1.16,27.17,69.96
2001-07-20,0.31,28.68,62.54
2001-07-21,0.01,28.57,60.06
2001-07-22,0.24,28.92,58.52
2001-07-23,1.31,28.69,62.75
2001-07-24,0.71,27.95,67.05
2001-07-25,1.44,27.5,68.15
2001-07-26,0.88,27.13,68.47
2001-07-27,0.1,27.67,66.79
2001-07-28,1.26,27.51,68.95
2001-07-29,22.29,26.5,77.28
2001-07-30,0.84,26.06,76.55
2001-07-31,0.59,27.15,72.49
2001-08-01,17.39,26.29,81.15
2001-08-02,13.47,25.16,83.34
2001-08-03,7.17,24.51,84.4
2001-08-04,17.01,24.73,82.94
2001-08-05,1.99,26.01,76.57
2001-08-06,11.33,25.53,78.58
2001-08-07,2.48,26.13,76.76
2001-08-08,37.87,26.03,79.36
2001-08-09,19.19,25.38,84.61
2001-08-10,5.25,25.44,85.27
2001-08-11,5.64,25.7,83.6
2001-08-12,12.2,25.88,81.32
2001-08-13,9.48,24.5,85.68
2001-08-14,5.81,25.02,85.13
2001-08-15,4.02,25.29,82.02
2001-08-16,0.17,25.11,77.75
2001-08-17,0.24,25.91,78.26
2001-08-18,0.13,26.04,77.46
2001-08-19,1.16,25.16,80.68
2001-08-20,1.94,24.02,81.92
2001-08-21,2.71,24.73,80.49
2001-08-22,1.18,24.33,81.81
2001-08-23,0.73,24.55,84.26
2001-08-24,0.93,25.26,82.55
2001-08-25,0.77,24.91,81.69
2001-08-26,0.92,25.47,78.48
2001-08-27,0.15,26.02,75.51
2001-08-28,0.09,25.98,76.6
2001-08-29,0.13,26.07,74.29
2001-08-30,0.01,26.2,73.32
2001-08-31,0.73,25.43,75.15
2001-09-01,1.33,25.91,75.43
2001-09-02,0.23,26.71,76.93
2001-09-03,0.06,26.33,82.46
2001-09-04,0.07,25.74,83.07
2001-09-05,0.29,25.58,81.8
2001-09-06,0.59,25.64,77.25
2001-09-07,0.05,26.86,70.28
2001-09-08,5.0,26.53,74.18
2001-09-09,8.45,26.73,77.75
2001-09-10,2.09,25.76,81.86
2001-09-11,0.38,25.01,86.05
2001-09-12,0.05,25.64,79.09
2001-09-13,0.0,26.42,75.11
2001-09-14,0.99,25.61,82.24
2001-09-15,0.58,25.36,81.4
2001-09-16,3.03,25.72,82.11
2001-09-17,0.56,25.31,82.95
2001-09-18,4.17,26.08,78.46
2001-09-19,2.17,25.4,83.49
2001-09-20,1.91,25.4,83.41
2001-09-21,5.06,24.68,87.09
2001-09-22,0.51,26.38,75.87
2001-09-23,7.43,26.94,72.45
2001-09-24,1.58,27.36,71.06
2001-09-25,22.11,26.54,77.54
2001-09-26,6.9,25.99,83.02
2001-09-27,15.98,24.88,87.75
2001-09-28,8.07,25.27,87.04
2001-09-29,13.21,24.77,88.95
2001-09-30,28.25,24.47,90.87
2001-10-01,8.71,25.49,83.39
2001-10-02,1.4,25.03,83.91
2001-10-03,0.32,24.66,86.07
2001-10-04,1.25,24.91,86.07
2001-10-05,23.74,24.94,87.96
2001-10-06,29.75,24.09,92.28
2001-10-07,16.32,24.69,92.97
2001-10-08,5.51,25.43,88.79
2001-10-09,2.37,25.15,89.14
2001-10-10,2.39,25.47,85.86
2001-10-11,0.9,25.44,85.05
2001-10-12,4.56,25.11,85.38
2001-10-13,8.89,25.02,87.16
2001-10-14,0.74,25.25,83.68
2001-10-15,1.27,25.25,82.71
2001-10-16,10.73,23.6,87.36
2001-10-17,6.3,24.26,89.93
2001-10-18,0.73,24.82,89.16
2001-10-19,0.5,24.88,89.32
2001-10-20,0.13,24.23,81.6
2001-10-21,0.02,22.23,77.08
2001-10-22,0.0,21.94,78.72
2001-10-23,0.02,21.87,76.77
2001-10-24,0.67,23.0,79.24
2001-10-25,0.35,22.86,78.67
2001-10-26,0.34,21.73,73.78
2001-10-27,0.21,21.9,73.02
2001-10-28,0.0,22.79,67.47
2001-10-29,0.0,23.48,63.0
2001-10-30,0.0,22.94,68.65
2001-10-31,0.0,23.39,74.51
2001-11-01,0.0,24.09,78.63
2001-11-02,0.12,23.31,80.13
2001-11-03,0.0,22.2,68.84
2001-11-04,0.0,22.96,68.43
2001-11-05,0.96,22.94,82.02
2001-11-06,1.38,23.13,86.82
2001-11-07,0.74,23.36,84.11
2001-11-08,0.08,23.12,79.68
2001-11-09,0.01,22.83,78.4
2001-11-10,0.06,23.0,77.47
2001-11-11,0.01,22.95,75.8
2001-11-12,0.0,22.07,71.33
2001-11-13,0.0,22.48,75.78
2001-11-14,0.17,24.32,75.94
2001-11-15,0.13,24.54,82.46
2001-11-16,0.2,24.06,82.32
2001-11-17,0.08,24.43,80.42
2001-11-18,0.01,24.4,80.07
2001-11-19,0.0,24.22,78.72
2001-11-20,0.0,23.04,74.51
2001-11-21,0.0,22.31,75.18
2001-11-22,0.0,22.31,74.85
2001-11-23,0.0,22.35,72.8
2001-11-24,0.0,21.96,72.89
2001-11-25,0.0,21.88,72.38
2001-11-26,0.02,21.73,74.68
2001-11-27,0.03,21.7,81.19
2001-11-28,0.29,21.95,71.76
2001-11-29,0.21,20.79,65.19
2001-11-30,0.11,20.74,68.26
2001-12-01,0.1,21.45,67.13
2001-12-02,0.0,20.17,53.37
2001-12-03,0.0,20.44,53.8
2001-12-04,0.0,21.0,54.63
2001-12-05,0.0,21.25,52.7
2001-12-06,0.0,21.23,50.04
2001-12-07,0.0,20.45,52.51
2001-12-08,0.0,20.73,58.82
2001-12-09,0.0,20.97,59.79
2001-12-10,0.0,20.7,68.01
2001-12-11,0.0,20.78,64.81
2001-12-12,0.0,21.82,54.57
2001-12-13,0.0,21.89,57.37
2001-12-14,0.0,21.15,70.33
2001-12-15,0.0,21.33,73.8
2001-12-16,0.0,21.44,69.63
2001-12-17,0.0,20.95,67.17
2001-12-18,0.0,20.08,59.85
2001-12-19,0.0,19.23,59.09
2001-12-20,0.0,18.95,56.57
2001-12-21,1.0,19.27,62.02
2001-12-22,0.34,20.03,62.19
2001-12-23,0.7,20.65,70.55
2001-12-24,0.39,21.56,76.62
2001-12-25,0.03,21.55,69.89
2001-12-26,0.0,21.57,69.61
2001-12-27,0.0,21.09,70.06
2001-12-28,0.0,20.41,70.32
2001-12-29,0.0,19.69,75.23
2001-12-30,0.0,18.62,75.85
2001-12-31,0.0,19.19,62.13
2002-01-01,0.0,19.95,58.55
2002-01-02,0.0,18.63,57.46
2002-01-03,0.0,17.88,51.16
2002-01-04,0.13,18.43,65.72
