date,rainfall,temperature,humidity
2010-03-30,0.0,30.05,15.68
2010-03-31,0.0,29.94,12.33
2010-04-01,0.0,29.05,11.69
2010-04-02,0.15,31.11,12.05
2010-04-03,0.01,31.53,17.32
2010-04-04,0.0,30.69,15.89
2010-04-05,0.0,31.02,15.24
2010-04-06,0.0,29.11,13.31
2010-04-07,0.0,29.61,9.38
2010-04-08,0.0,31.22,8.13
2010-04-09,0.0,31.91,8.34
2010-04-10,0.0,32.33,11.37
2010-04-11,0.0,33.12,11.72
2010-04-12,0.0,34.43,12.84
2010-04-13,0.0,32.64,15.03
2010-04-14,0.0,32.38,13.91
2010-04-15,0.0,33.24,10.62
2010-04-16,0.0,34.58,9.82
2010-04-17,0.0,35.8,11.59
2010-04-18,0.0,36.04,13.37
2010-04-19,0.0,34.99,19.67
2010-04-20,0.03,34.86,19.73
2010-04-21,0.0,33.8,18.8
2010-04-22,0.0,31.95,18.64
2010-04-23,0.0,31.59,12.88
2010-04-24,0.0,31.93,13.85
2010-04-25,0.0,32.8,13.99
2010-04-26,0.0,34.27,10.91
2010-04-27,0.0,35.15,14.83
2010-04-28,0.03,35.74,17.44
2010-04-29,0.23,36.17,18.23
2010-04-30,0.6,35.93,18.66
2010-05-01,1.33,34.69,24.52
2010-05-02,0.06,34.32,20.68
2010-05-03,0.0,35.44,17.46
2010-05-04,0.0,36.85,14.17
2010-05-05,0.0,36.77,15.42
2010-05-06,0.0,35.43,19.96
2010-05-07,0.85,35.51,25.61
2010-05-08,0.01,34.51,24.83
2010-05-09,0.0,34.72,22.02
2010-05-10,0.02,34.59,18.97
2010-05-11,0.32,34.94,16.52
2010-05-12,0.0,35.2,15.69
2010-05-13,0.0,36.67,11.14
2010-05-14,0.0,36.25,10.52
2010-05-15,0.0,36.76,11.33
2010-05-16,0.0,37.3,12.68
2010-05-17,0.0,39.28,15.85
2010-05-18,0.0,38.09,14.44
2010-05-19,0.06,35.95,16.08
2010-05-20,0.0,35.78,13.21
2010-05-21,0.0,36.55,11.06
2010-05-22,0.0,38.5,10.09
2010-05-23,0.0,38.15,12.58
2010-05-24,0.11,39.63,14.53
2010-05-25,0.0,38.94,11.73
2010-05-26,0.0,38.89,12.36
2010-05-27,0.0,39.02,21.07
2010-05-28,0.06,38.92,22.53
2010-05-29,0.03,37.26,19.47
2010-05-30,1.3,35.6,14.79
2010-05-31,0.0,36.45,13.25
2010-06-01,0.0,37.72,13.07
2010-06-02,0.0,37.95,19.69
2010-06-03,2.93,37.04,32.07
2010-06-04,1.13,35.99,36.13
2010-06-05,0.0,35.05,29.59
2010-06-06,0.08,34.76,26.21
2010-06-07,7.22,32.23,36.21
2010-06-08,2.23,29.38,54.07
2010-06-09,0.07,31.67,42.87
2010-06-10,0.01,33.63,34.52
2010-06-11,0.0,34.91,30.7
2010-06-12,0.0,36.14,25.07
2010-06-13,0.0,37.18,23.23
2010-06-14,0.26,37.39,25.77
2010-06-15,0.17,37.35,23.21
2010-06-16,0.01,36.05,29.93
2010-06-17,0.0,37.39,22.33
2010-06-18,0.0,37.51,20.89
2010-06-19,0.0,38.67,17.35
2010-06-20,0.0,39.71,17.9
2010-06-21,0.0,40.75,16.79
2010-06-22,0.0,39.81,16.63
2010-06-23,0.12,39.29,23.54
2010-06-24,0.36,39.26,25.09
2010-06-25,1.91,37.87,28.59
2010-06-26,0.75,37.85,29.54
2010-06-27,0.49,38.6,29.21
2010-06-28,0.05,39.96,25.1
2010-06-29,0.04,39.78,24.53
2010-06-30,0.01,39.49,23.47
2010-07-01,2.17,38.82,27.48
2010-07-02,0.47,37.24,34.88
2010-07-03,8.92,35.81,44.48
2010-07-04,32.23,31.6,65.24
2010-07-05,14.98,30.15,72.89
2010-07-06,11.64,30.75,71.47
2010-07-07,15.59,32.22,63.73
2010-07-08,0.8,33.53,57.4
2010-07-09,0.85,35.3,52.36
2010-07-10,2.62,35.85,49.8
2010-07-11,6.02,35.54,51.9
2010-07-12,26.53,33.27,61.73
2010-07-13,5.53,32.67,61.92
2010-07-14,0.0,33.38,56.72
2010-07-15,0.26,34.0,51.76
2010-07-16,0.52,33.76,57.1
2010-07-17,0.07,33.59,60.77
2010-07-18,2.2,33.78,61.79
2010-07-19,6.36,31.88,70.38
2010-07-20,21.94,29.96,76.09
2010-07-21,5.34,29.67,73.46
2010-07-22,18.13,29.57,73.37
2010-07-23,3.56,31.12,66.32
2010-07-24,0.67,32.38,61.92
2010-07-25,0.19,31.37,70.6
2010-07-26,1.46,30.37,72.32
2010-07-27,3.91,29.05,77.18
2010-07-28,1.87,28.74,76.83
2010-07-29,8.35,31.19,71.86
2010-07-30,3.68,31.56,69.63
2010-07-31,37.68,28.41,85.2
2010-08-01,7.03,28.35,82.92
2010-08-02,1.32,28.82,79.35
2010-08-03,1.47,29.35,78.23
2010-08-04,6.39,29.48,79.86
2010-08-05,2.02,27.96,87.4
2010-08-06,0.32,29.25,80.37
2010-08-07,0.14,29.66,77.57
2010-08-08,0.59,29.89,74.98
2010-08-09,0.29,30.35,72.82
2010-08-10,12.42,31.25,69.83
2010-08-11,15.0,30.9,74.6
2010-08-12,3.21,30.45,75.97
2010-08-13,7.97,30.7,72.64
2010-08-14,37.32,29.62,78.31
2010-08-15,12.18,29.7,80.36
2010-08-16,4.47,29.74,80.3
2010-08-17,1.5,30.08,78.61
2010-08-18,3.25,28.7,86.42
2010-08-19,74.04,28.33,89.38
2010-08-20,16.31,27.83,90.56
2010-08-21,25.53,27.45,91.73
2010-08-22,24.81,27.01,92.14
2010-08-23,11.05,28.38,86.64
2010-08-24,8.61,29.95,79.81
2010-08-25,2.79,28.73,84.09
2010-08-26,2.7,27.02,88.18
2010-08-27,8.23,28.26,79.75
2010-08-28,2.42,29.12,79.02
2010-08-29,0.99,29.5,77.22
2010-08-30,0.54,28.73,83.37
2010-08-31,0.69,28.46,84.59
2010-09-01,3.16,28.66,85.66
2010-09-02,5.8,29.2,83.35
2010-09-03,22.6,28.96,84.91
2010-09-04,9.12,28.36,82.71
2010-09-05,8.0,27.6,87.24
2010-09-06,3.49,28.24,85.98
2010-09-07,8.22,27.74,89.92
2010-09-08,4.86,27.56,89.35
2010-09-09,3.53,27.86,88.0
2010-09-10,5.73,27.62,88.43
2010-09-11,7.82,27.23,86.14
2010-09-12,11.67,27.93,84.84
2010-09-13,18.86,27.02,90.23
2010-09-14,7.92,27.24,84.54
2010-09-15,0.8,27.36,83.39
2010-09-16,0.76,26.66,78.67
2010-09-17,1.2,26.38,73.37
2010-09-18,3.76,24.86,89.78
2010-09-19,33.08,23.74,93.77
2010-09-20,18.68,25.23,90.76
2010-09-21,20.05,26.77,88.56
2010-09-22,24.81,25.52,91.25
2010-09-23,4.65,26.19,84.94
2010-09-24,0.09,25.6,82.45
2010-09-25,0.0,26.31,78.44
2010-09-26,0.0,25.48,72.97
2010-09-27,0.0,24.33,69.36
2010-09-28,0.0,24.35,66.89
2010-09-29,0.0,25.07,67.39
2010-09-30,0.0,25.44,69.12
2010-10-01,0.0,25.97,70.91
2010-10-02,0.11,26.41,71.76
2010-10-03,0.0,26.68,71.35
2010-10-04,0.0,26.29,75.18
2010-10-05,0.0,25.53,79.25
2010-10-06,0.0,25.32,77.68
2010-10-07,0.0,25.5,78.07
2010-10-08,0.0,26.13,74.49
2010-10-09,0.0,26.17,69.52
2010-10-10,0.0,24.64,64.72
2010-10-11,0.08,24.41,69.21
2010-10-12,0.06,25.66,65.83
2010-10-13,0.0,25.08,66.8
2010-10-14,0.0,24.67,69.0
2010-10-15,0.0,25.29,69.99
2010-10-16,0.0,25.53,75.37
2010-10-17,0.0,25.27,84.22
2010-10-18,0.0,25.76,83.86
2010-10-19,0.0,26.4,77.23
2010-10-20,0.0,26.73,70.31
2010-10-21,0.18,25.0,76.73
2010-10-22,2.95,25.02,74.13
2010-10-23,0.41,22.72,76.86
2010-10-24,0.0,21.66,66.8
2010-10-25,0.0,20.81,54.06
2010-10-26,0.0,21.95,53.07
2010-10-27,0.0,21.9,51.46
2010-10-28,0.0,20.62,53.02
2010-10-29,0.0,20.43,56.28
2010-10-30,0.0,20.42,71.97
2010-10-31,0.0,22.27,61.97
2010-11-01,0.0,21.72,56.31
2010-11-02,0.0,21.78,54.19
2010-11-03,0.0,21.2,57.2
2010-11-04,0.0,20.38,58.73
2010-11-05,0.0,20.35,62.68
2010-11-06,0.0,21.06,64.44
2010-11-07,0.0,22.12,63.39
2010-11-08,0.0,21.77,67.11
2010-11-09,0.23,22.53,69.83
2010-11-10,0.0,21.89,61.58
2010-11-11,0.0,20.82,56.18
2010-11-12,0.0,21.12,68.33
2010-11-13,8.05,18.72,83.68
2010-11-14,1.04,19.09,80.19
2010-11-15,0.13,22.77,72.53
2010-11-16,0.05,21.32,79.41
2010-11-17,7.19,22.02,82.52
2010-11-18,1.3,21.52,77.0
2010-11-19,0.06,19.62,57.7
2010-11-20,0.0,16.54,56.02
2010-11-21,0.0,17.23,47.92
2010-11-22,0.7,18.27,42.99
2010-11-23,0.23,18.13,52.74
2010-11-24,5.26,17.28,63.74
2010-11-25,0.55,19.37,74.78
2010-11-26,0.0,18.66,65.04
2010-11-27,0.0,17.33,51.23
2010-11-28,0.0,17.79,43.37
2010-11-29,0.0,16.37,48.47
2010-11-30,0.0,14.99,46.74
2010-12-01,0.0,15.11,46.1
2010-12-02,0.0,15.57,50.35
2010-12-03,0.0,15.29,49.47
2010-12-04,0.0,14.68,53.88
2010-12-05,0.0,14.6,54.34
2010-12-06,0.0,14.37,63.08
2010-12-07,0.0,15.54,56.64
2010-12-08,0.0,15.73,50.96
2010-12-09,0.0,15.29,59.32
2010-12-10,0.0,12.03,59.11
2010-12-11,0.0,11.84,53.2
2010-12-12,0.0,13.46,52.49
2010-12-13,0.0,14.81,46.63
2010-12-14,0.0,14.52,48.76
2010-12-15,0.0,13.86,45.94
2010-12-16,0.0,14.56,45.23
2010-12-17,0.0,15.22,46.74
2010-12-18,0.0,13.65,52.05
2010-12-19,0.0,10.95,52.68
2010-12-20,0.0,10.88,46.39
2010-12-21,0.0,12.33,37.98
2010-12-22,0.0,12.74,42.8
2010-12-23,0.0,11.7,62.93
2010-12-24,0.0,12.84,61.1
2010-12-25,0.0,13.46,52.06
2010-12-26,0.0,12.47,52.52
2010-12-27,0.0,12.59,58.79
2010-12-28,0.82,13.36,62.39
2010-12-29,3.4,13.62,82.17
2010-12-30,6.79,14.0,92.1
2010-12-31,0.3,11.51,72.18
2011-01-01,0.21,10.56,63.13
2011-01-02,0.0,9.47,62.11
2011-01-03,0.0,8.92,61.44
2011-01-04,0.0,7.82,61.07
2011-01-05,0.0,7.34,57.83
2011-01-06,0.0,8.26,51.45
2011-01-07,0.0,10.72,44.33
2011-01-08,0.0,10.7,52.21
2011-01-09,0.0,9.46,57.84
2011-01-10,0.0,9.31,52.29
2011-01-11,0.0,10.3,48.64
2011-01-12,0.0,12.63,43.51
2011-01-13,0.0,14.16,47.95
2011-01-14,0.14,15.57,58.58
2011-01-15,0.02,12.25,44.07
2011-01-16,0.18,8.68,48.27
2011-01-17,0.0,11.09,39.81
2011-01-18,0.0,12.56,43.77
2011-01-19,0.0,10.64,50.44
2011-01-20,0.0,12.83,36.33
2011-01-21,0.0,14.39,38.63
2011-01-22,0.0,14.39,49.96
2011-01-23,0.0,14.05,47.14
2011-01-24,0.0,12.97,41.49
2011-01-25,0.0,13.55,40.88
2011-01-26,0.02,13.01,48.91
2011-01-27,0.0,10.38,49.88
2011-01-28,0.0,12.49,40.37
2011-01-29,0.01,13.16,42.79
2011-01-30,0.22,13.37,56.22
2011-01-31,0.0,13.4,54.97
2011-02-01,0.0,13.47,52.97
2011-02-02,0.0,15.21,46.08
2011-02-03,0.0,16.56,45.53
2011-02-04,0.0,19.61,43.88
2011-02-05,0.0,19.9,39.89
2011-02-06,0.0,19.05,46.51
2011-02-07,3.35,18.46,58.61
2011-02-08,0.0,15.91,57.38
2011-02-09,0.0,13.86,46.48
2011-02-10,0.0,15.0,41.75
2011-02-11,0.0,16.04,38.72
2011-02-12,0.0,18.3,39.07
2011-02-13,0.71,19.31,43.4
2011-02-14,5.36,15.44,78.43
2011-02-15,9.45,17.22,81.25
2011-02-16,4.0,16.3,71.96
2011-02-17,0.0,14.46,57.62
2011-02-18,0.0,14.64,49.51
2011-02-19,0.0,16.65,43.86
2011-02-20,9.24,16.73,55.06
2011-02-21,0.02,14.91,68.77
2011-02-22,0.0,15.89,54.88
2011-02-23,0.0,17.76,50.05
2011-02-24,0.61,17.33,55.71
2011-02-25,0.63,17.09,54.69
2011-02-26,5.69,17.17,59.84
2011-02-27,0.18,16.58,54.27
2011-02-28,0.0,16.12,44.63
2011-03-01,0.0,15.88,55.27
2011-03-02,1.03,15.67,65.98
2011-03-03,0.52,19.13,62.23
2011-03-04,1.67,18.43,71.02
2011-03-05,0.1,18.83,55.88
2011-03-06,0.0,19.69,43.8
2011-03-07,0.0,19.66,41.72
2011-03-08,0.0,20.22,45.56
2011-03-09,0.11,19.2,45.37
2011-03-10,0.0,19.03,37.06
2011-03-11,0.0,19.36,41.42
2011-03-12,0.0,20.1,32.58
2011-03-13,0.0,21.68,28.71
2011-03-14,0.0,22.8,31.01
2011-03-15,0.0,24.25,34.55
2011-03-16,0.0,24.97,32.48
2011-03-17,0.0,26.1,31.74
2011-03-18,0.0,26.16,32.19
2011-03-19,0.0,25.47,30.92
2011-03-20,0.01,23.94,27.89
2011-03-21,0.0,22.64,24.81
2011-03-22,0.0,23.86,24.49
2011-03-23,0.0,24.94,25.68
2011-03-24,0.8,24.99,31.81
2011-03-25,0.0,24.83,29.33
2011-03-26,0.0,25.6,26.25
2011-03-27,0.0,27.13,24.7
2011-03-28,0.0,28.96,23.45
2011-03-29,0.4,26.41,29.32
2011-03-30,0.38,25.73,35.7
2011-03-31,0.0,25.49,29.52
2011-04-01,0.0,26.23,29.06
2011-04-02,0.21,26.73,30.04
2011-04-03,1.18,24.81,31.37
2011-04-04,0.0,23.86,25.73
2011-04-05,0.0,26.68,19.71
2011-04-06,0.0,26.52,19.92
2011-04-07,0.0,24.64,28.26
2011-04-08,0.0,25.74,26.19
2011-04-09,0.0,27.07,21.68
2011-04-10,0.0,28.03,24.26
2011-04-11,0.0,28.36,29.35
2011-04-12,0.0,29.16,32.83
2011-04-13,0.34,27.82,31.08
2011-04-14,0.35,28.65,26.97
2011-04-15,0.0,29.44,26.15
2011-04-16,1.43,29.75,28.98
2011-04-17,2.23,29.14,43.69
2011-04-18,4.93,26.72,48.82
2011-04-19,0.01,27.15,35.08
2011-04-20,0.0,27.07,31.2
2011-04-21,0.0,28.37,26.69
2011-04-22,0.0,29.24,25.66
2011-04-23,0.0,30.49,22.93
2011-04-24,0.0,31.84,21.12
2011-04-25,0.0,32.87,17.78
2011-04-26,0.0,32.94,17.5
2011-04-27,0.0,31.28,29.42
2011-04-28,0.0,33.42,23.98
2011-04-29,0.0,33.61,19.12
2011-04-30,0.0,33.41,20.87
2011-05-01,0.0,33.78,16.13
2011-05-02,0.0,33.75,18.9
2011-05-03,0.0,35.5,19.12
2011-05-04,0.04,35.42,24.16
2011-05-05,1.72,35.49,24.69
2011-05-06,3.84,34.03,29.31
2011-05-07,0.04,31.95,33.78
2011-05-08,0.0,33.21,26.05
2011-05-09,0.0,34.99,18.54
2011-05-10,0.0,35.04,20.04
2011-05-11,0.0,35.37,20.02
2011-05-12,0.18,36.11,19.66
2011-05-13,1.3,35.5,18.89
2011-05-14,0.0,36.41,16.77
2011-05-15,0.0,37.25,13.4
2011-05-16,0.0,37.95,13.2
2011-05-17,0.0,38.7,12.37
2011-05-18,0.06,39.37,14.47
2011-05-19,0.49,37.86,22.03
2011-05-20,0.0,36.5,29.23
2011-05-21,7.54,35.62,40.14
2011-05-22,10.87,33.83,47.79
2011-05-23,0.24,33.69,41.08
2011-05-24,0.0,35.26,37.13
2011-05-25,0.17,36.56,32.93
2011-05-26,0.38,36.65,32.79
2011-05-27,1.46,36.72,34.43
2011-05-28,0.0,34.82,35.24
2011-05-29,0.0,36.29,28.63
2011-05-30,0.67,37.35,25.56
2011-05-31,0.3,36.55,29.37
2011-06-01,3.36,36.19,31.64
2011-06-02,0.88,33.11,40.43
2011-06-03,0.0,33.97,35.99
2011-06-04,0.0,35.34,29.17
2011-06-05,0.0,37.17,22.31
2011-06-06,0.23,37.88,20.77
2011-06-07,0.03,38.38,23.45
2011-06-08,0.02,37.49,20.13
2011-06-09,0.93,36.64,28.53
2011-06-10,0.43,34.95,39.75
2011-06-11,5.93,36.2,36.63
2011-06-12,0.52,36.19,38.41
2011-06-13,0.0,36.85,40.86
2011-06-14,22.7,36.62,43.86
2011-06-15,2.71,35.7,49.51
2011-06-16,0.18,36.42,40.45
2011-06-17,7.68,35.52,47.2
2011-06-18,7.37,34.71,52.05
2011-06-19,0.41,34.45,47.44
2011-06-20,0.46,35.55,43.22
2011-06-21,0.39,33.59,50.08
2011-06-22,0.15,35.04,47.46
2011-06-23,2.55,33.31,58.95
2011-06-24,2.36,34.76,52.56
2011-06-25,4.35,35.74,48.5
2011-06-26,7.82,31.39,70.97
2011-06-27,2.15,30.14,69.68
2011-06-28,2.15,31.26,62.77
2011-06-29,2.95,31.55,62.86
2011-06-30,3.99,32.84,59.21
2011-07-01,1.11,33.71,53.64
2011-07-02,2.82,34.16,50.59
2011-07-03,0.78,34.89,46.89
2011-07-04,0.0,35.34,46.26
2011-07-05,1.24,34.42,49.48
2011-07-06,0.46,32.49,60.61
2011-07-07,12.66,29.75,72.05
2011-07-08,3.34,30.99,66.14
2011-07-09,1.93,30.72,67.2
2011-07-10,3.54,31.07,67.46
2011-07-11,0.5,31.97,63.89
2011-07-12,0.14,34.04,54.95
2011-07-13,0.05,32.58,61.39
2011-07-14,0.6,31.92,65.47
2011-07-15,11.38,30.56,73.7
2011-07-16,8.88,30.23,71.56
2011-07-17,3.68,30.2,67.61
2011-07-18,2.14,29.68,71.53
2011-07-19,0.43,32.22,63.07
2011-07-20,3.04,34.09,52.85
2011-07-21,1.74,32.96,56.17
2011-07-22,0.47,32.72,56.98
2011-07-23,2.84,30.74,66.2
2011-07-24,0.24,30.71,66.87
2011-07-25,0.0,31.08,66.31
2011-07-26,29.51,30.41,72.76
2011-07-27,8.45,31.09,70.43
2011-07-28,3.28,31.07,72.88
2011-07-29,2.03,30.06,77.24
2011-07-30,0.68,31.85,66.99
2011-07-31,0.49,32.8,61.7
2011-08-01,0.17,32.41,63.2
2011-08-02,0.75,33.65,56.57
2011-08-03,0.24,32.79,60.71
2011-08-04,2.49,30.85,65.74
2011-08-05,6.05,31.81,64.4
2011-08-06,5.71,31.9,66.21
2011-08-07,1.42,28.99,79.36
2011-08-08,9.99,29.54,77.46
2011-08-09,1.55,29.33,76.32
2011-08-10,3.31,29.76,75.5
2011-08-11,29.88,29.51,76.7
2011-08-12,20.28,27.54,86.6
2011-08-13,1.95,28.38,80.59
2011-08-14,7.75,27.94,81.1
2011-08-15,17.73,27.75,83.59
2011-08-16,12.45,27.52,85.0
2011-08-17,2.02,28.64,75.53
2011-08-18,1.74,29.58,73.62
2011-08-19,9.88,27.55,85.1
2011-08-20,8.01,27.66,85.29
2011-08-21,0.03,28.82,80.78
2011-08-22,0.37,30.68,71.78
2011-08-23,6.72,30.33,76.19
2011-08-24,7.89,28.59,82.17
2011-08-25,8.0,29.43,80.64
2011-08-26,1.44,28.64,79.88
2011-08-27,0.89,28.9,81.73
2011-08-28,0.16,29.43,79.8
2011-08-29,0.1,29.54,78.33
2011-08-30,2.07,29.76,78.6
2011-08-31,0.58,29.6,78.58
2011-09-01,1.85,29.25,79.46
2011-09-02,10.46,29.43,77.08
2011-09-03,4.64,28.01,80.08
2011-09-04,29.96,26.68,90.43
2011-09-05,13.12,27.35,88.14
2011-09-06,15.03,27.17,91.02
2011-09-07,1.49,27.79,85.89
2011-09-08,16.58,28.04,84.94
2011-09-09,51.68,27.47,89.62
2011-09-10,11.51,27.51,87.21
2011-09-11,1.15,27.59,87.38
2011-09-12,0.24,27.48,88.65
2011-09-13,0.26,28.49,81.97
2011-09-14,0.91,29.24,79.76
2011-09-15,26.17,28.43,84.54
2011-09-16,14.16,28.02,85.9
2011-09-17,2.62,27.47,83.29
2011-09-18,0.0,27.03,82.01
2011-09-19,1.68,27.3,79.92
2011-09-20,0.08,27.13,80.06
2011-09-21,0.0,26.83,78.87
2011-09-22,0.0,26.51,75.55
2011-09-23,0.0,26.15,74.03
2011-09-24,0.24,25.77,70.18
2011-09-25,0.01,26.57,71.11
2011-09-26,0.0,26.29,75.27
2011-09-27,0.0,26.57,75.24
2011-09-28,0.0,26.28,74.96
2011-09-29,0.0,25.9,72.53
2011-09-30,0.0,25.61,68.16
2011-10-01,0.0,25.5,67.33
2011-10-02,0.0,25.71,67.84
2011-10-03,0.0,26.2,64.06
2011-10-04,0.13,26.44,64.2
2011-10-05,0.0,27.25,61.8
2011-10-06,0.0,27.47,60.91
2011-10-07,0.26,26.45,62.04
2011-10-08,0.11,26.48,66.28
2011-10-09,0.0,26.79,68.73
2011-10-10,0.0,27.07,60.1
2011-10-11,0.0,26.62,57.86
2011-10-12,0.0,26.64,57.88
2011-10-13,0.0,26.48,56.59
2011-10-14,0.0,26.48,52.59
2011-10-15,0.0,25.99,48.06
2011-10-16,0.0,25.96,41.0
2011-10-17,0.0,24.84,44.74
2011-10-18,0.0,24.94,42.36
2011-10-19,0.0,25.34,41.27
2011-10-20,0.0,25.17,40.99
2011-10-21,0.0,23.88,53.21
2011-10-22,0.0,23.81,52.17
2011-10-23,0.0,25.02,47.84
2011-10-24,0.0,25.21,49.58
2011-10-25,0.0,24.0,49.97
2011-10-26,0.0,23.24,46.98
2011-10-27,0.0,21.91,44.88
2011-10-28,0.0,22.04,39.79
2011-10-29,0.0,21.92,43.97
2011-10-30,0.0,22.59,41.12
2011-10-31,0.0,22.6,41.21
2011-11-01,0.0,22.87,39.71
2011-11-02,0.0,23.32,38.52
2011-11-03,0.0,23.84,42.53
2011-11-04,0.0,22.69,54.04
2011-11-05,0.0,22.55,58.31
2011-11-06,0.0,22.41,52.4
2011-11-07,0.0,21.79,43.95
2011-11-08,0.0,20.86,47.16
2011-11-09,0.0,21.72,49.51
2011-11-10,0.0,22.79,56.96
2011-11-11,0.0,23.14,61.68
2011-11-12,0.0,22.98,51.43
2011-11-13,0.0,22.28,42.17
2011-11-14,0.0,21.78,42.39
2011-11-15,0.0,21.55,42.83
2011-11-16,0.0,21.39,47.74
2011-11-17,0.0,21.33,44.94
2011-11-18,0.0,22.23,39.78
2011-11-19,0.0,21.86,45.75
2011-11-20,0.0,20.37,57.79
2011-11-21,0.0,20.21,56.95
2011-11-22,0.0,20.47,52.87
2011-11-23,0.0,19.88,58.07
2011-11-24,0.0,19.51,63.41
2011-11-25,0.0,20.3,58.3
2011-11-26,0.0,19.82,54.3
2011-11-27,0.0,18.59,58.14
2011-11-28,0.0,18.07,52.49
2011-11-29,0.0,17.25,48.51
2011-11-30,0.0,18.37,39.97
2011-12-01,0.0,17.73,40.99
2011-12-02,0.0,18.26,46.37
2011-12-03,0.0,19.71,35.83
2011-12-04,0.0,19.53,35.93
2011-12-05,0.0,19.29,43.51
2011-12-06,0.08,18.17,54.84
2011-12-07,0.17,18.82,60.6
2011-12-08,0.43,19.54,60.54
2011-12-09,0.17,18.73,52.73
2011-12-10,0.0,16.12,57.0
2011-12-11,0.0,15.88,36.71
2011-12-12,0.0,16.71,30.26
2011-12-13,0.0,15.76,31.48
2011-12-14,0.0,14.34,30.47
2011-12-15,0.0,14.14,28.99
2011-12-16,0.0,14.46,26.96
2011-12-17,0.0,14.89,25.78
2011-12-18,0.0,14.1,29.05
2011-12-19,0.0,13.58,31.15
2011-12-20,0.0,12.3,39.54
2011-12-21,0.0,13.91,41.6
2011-12-22,0.0,13.4,42.1
2011-12-23,0.0,10.69,37.84
2011-12-24,0.0,10.92,30.45
2011-12-25,0.0,12.03,27.42
2011-12-26,0.0,12.97,26.76
2011-12-27,0.0,13.41,32.61
2011-12-28,0.0,14.06,47.32
2011-12-29,0.0,13.41,54.43
2011-12-30,0.0,14.29,46.18
2011-12-31,0.04,15.02,53.01
2012-01-01,3.63,14.87,67.08
2012-01-02,0.0,13.64,39.41
2012-01-03,0.0,14.08,33.65
2012-01-04,0.0,14.72,37.09
2012-01-05,0.3,13.58,56.19
